timestamp,color,disparity
1766056313.322956,color/img_26231.png,disparity/img_26231.png
1766056313.465813,color/img_26232.png,disparity/img_26232.png
1766056313.608670,color/img_26233.png,disparity/img_26233.png
1766056313.751527,color/img_26234.png,disparity/img_26234.png
1766056313.894385,color/img_26235.png,disparity/img_26235.png
1766056314.037243,color/img_26236.png,disparity/img_26236.png
1766056314.180100,color/img_26237.png,disparity/img_26237.png
1766056314.322959,color/img_26238.png,disparity/img_26238.png
1766056314.465818,color/img_26239.png,disparity/img_26239.png
1766056314.608672,color/img_26240.png,disparity/img_26240.png
1766056314.751530,color/img_26241.png,disparity/img_26241.png
1766056314.894386,color/img_26242.png,disparity/img_26242.png
1766056315.037243,color/img_26243.png,disparity/img_26243.png
1766056315.180101,color/img_26244.png,disparity/img_26244.png
1766056315.322958,color/img_26245.png,disparity/img_26245.png
1766056315.465815,color/img_26246.png,disparity/img_26246.png
1766056315.608678,color/img_26247.png,disparity/img_26247.png
1766056315.751530,color/img_26248.png,disparity/img_26248.png
1766056315.894389,color/img_26249.png,disparity/img_26249.png
1766056316.037245,color/img_26250.png,disparity/img_26250.png
1766056316.180102,color/img_26251.png,disparity/img_26251.png
1766056316.322960,color/img_26252.png,disparity/img_26252.png
1766056316.465821,color/img_26253.png,disparity/img_26253.png
1766056316.608675,color/img_26254.png,disparity/img_26254.png
1766056316.751533,color/img_26255.png,disparity/img_26255.png
1766056316.894390,color/img_26256.png,disparity/img_26256.png
1766056317.037246,color/img_26257.png,disparity/img_26257.png
1766056317.180104,color/img_26258.png,disparity/img_26258.png
1766056317.322962,color/img_26259.png,disparity/img_26259.png
1766056317.465819,color/img_26260.png,disparity/img_26260.png
1766056317.608676,color/img_26261.png,disparity/img_26261.png
1766056317.751536,color/img_26262.png,disparity/img_26262.png
1766056317.894390,color/img_26263.png,disparity/img_26263.png
1766056318.037248,color/img_26264.png,disparity/img_26264.png
1766056318.180105,color/img_26265.png,disparity/img_26265.png
